"Muir Medical Group, IPA. Inc.",05/22/2018,12/7/2017,,,,,,,,,,,,,,,,,,,,
"Worldwide Services Insurance Agency, LLC",05/21/2018,10/11/2017, 10/13/2017,,,,,,,,,,,,,,,,,,,
"Brinker International, Inc.",05/18/2018,5/11/2018,,,,,,,,,,,,,,,,,,,,
"Bombas, LLC ",05/18/2018,n/a,,,,,,,,,,,,,,,,,,,,
"Black Phoenix, Inc",05/17/2018,5/1/2018,,,,,,,,,,,,,,,,,,,,
Corporation Service Company,05/17/2018,11/25/2017,,,,,,,,,,,,,,,,,,,,
Sears Holdings Management Corporation,05/17/2018,09/27/2017, 10/12/2017,,,,,,,,,,,,,,,,,,,
Providence Saint John's Health Center,05/16/2018,11/20/2017, 12/09/2017,,,,,,,,,,,,,,,,,,,
LifeBridge Health,05/15/2018,09/27/2016, 03/18/2018,,,,,,,,,,,,,,,,,,,
"TaskRabbit, Inc.",05/14/2018,4/11/2018,,,,,,,,,,,,,,,,,,,,
"San Francisco Department of Public Health (""SFDPH"")",5/11/2018,12/9/2017,,,,,,,,,,,,,,,,,,,,
"Capitol Administrators, Inc.",5/11/2018,1/7/2018, 01/24/2018,,,,,,,,,,,,,,,,,,,
"Farmgirl Flowers, Inc.",5/11/2018,04/26/2018, 04/29/2018,,,,,,,,,,,,,,,,,,,
"USACS Management Group, Ltd.",5/8/2018,3/9/2018,,,,,,,,,,,,,,,,,,,,
Deephaven Mortgage LLC,5/8/2018,1/10/2018,,,,,,,,,,,,,,,,,,,,
Global University,5/8/2018,12/31/2017, 01/31/2018,,,,,,,,,,,,,,,,,,,
Rail Europe North America Inc.,5/8/2018,11/29/2017,,,,,,,,,,,,,,,,,,,,
"MASON LAW OFFICE, P.C.",5/5/2018,5/5/2018, 05/04/2018,,,,,,,,,,,,,,,,,,,
Rady Children's Hospital-San Diego,5/3/2018,03/29/2018,,,,,,,,,,,,,,,,,,,,
Hudson’s Bay Company,04/27/2018,n/a,,,,,,,,,,,,,,,,,,,,
"CPT Group, Inc.",04/27/2018,12/8/2017,,,,,,,,,,,,,,,,,,,,
Southwest Airlines co.,04/20/2018,10/1/2017,,,,,,,,,,,,,,,,,,,,
"W.W. Grainger, Inc.",04/20/2018,09/26/2017, 10/12/2017,,,,,,,,,,,,,,,,,,,
Center for Orthopaedic Specialists,04/19/2018,02/18/2018, 02/25/2018, 03/04/2018,,,,,,,,,,,,,,,,,,
AccessLex Institute d/b/a Access Group,04/18/2018,03/23/2018,,,,,,,,,,,,,,,,,,,,
Temp-Tations Home LLC d/b/a “Tara at Home”,04/16/2018,8/1/2017,,,,,,,,,,,,,,,,,,,,
"Best Buy Co., Inc.",04/13/2018,09/26/2017, 10/12/2017,,,,,,,,,,,,,,,,,,,
"California Physicians’ Service, d/b/a Blue Shield of California",04/13/2018,11/1/2017,,,,,,,,,,,,,,,,,,,,
"Inogen, Inc.",04/13/2018,12/9/2017,,,,,,,,,,,,,,,,,,,,
"Delta Air Lines, Inc. ",04/13/2018,09/26/2017, 10/12/2017,,,,,,,,,,,,,,,,,,,
"PF@-Com, Inc.",04/13/2018,02/20/2018, 03/15/2018,,,,,,,,,,,,,,,,,,,
"Mise En Place Restaurant Services, Inc.",4/12/2018,3/6/2018, 03/15/2018,,,,,,,,,,,,,,,,,,,
"Walker Advertising, LLC",4/9/2018,01/29/2018,,,,,,,,,,,,,,,,,,,,
CA Dept. Developmental Services,4/6/2018,2/11/2018,,,,,,,,,,,,,,,,,,,,
Blue Beacon International,4/6/2018,01/29/2018, 03/15/2018,,,,,,,,,,,,,,,,,,,
"Dollar Shave Club, Inc.",4/4/2018,03/21/2018,,,,,,,,,,,,,,,,,,,,
City of Thousand Oaks,4/3/2018,1/4/2018,,,,,,,,,,,,,,,,,,,,
"Autism Learning Partners Holdings, LLC",4/3/2018,03/15/2018,,,,,,,,,,,,,,,,,,,,
"Sonoma County Indian Health Project, Inc. ",4/2/2018,3/8/2018,,,,,,,,,,,,,,,,,,,,
"Santa Cruz Biotechnology, Inc.",03/30/2018,12/17/2017,,,,,,,,,,,,,,,,,,,,
Funding Circle,03/30/2018,6/1/2017,,,,,,,,,,,,,,,,,,,,
"Milligan Chiropractic Group, Inc. d/b/a Del Mar Chiropractic Sports Group",03/30/2018,01/31/2018,,,,,,,,,,,,,,,,,,,,
Thermo Fisher Scientific Inc.,03/30/2018,n/a,,,,,,,,,,,,,,,,,,,,
"Under Armour, Inc.",03/29/2018,n/a,,,,,,,,,,,,,,,,,,,,
"Mendes & Haney, LLP",03/29/2018,01/23/2018, 02/26/2018,,,,,,,,,,,,,,,,,,,
"Fred Usinger, Inc.",03/28/2018,09/24/2017,,,,,,,,,,,,,,,,,,,,
"Shutterfly, Inc.",03/28/2018,1/11/2018,,,,,,,,,,,,,,,,,,,,
"Applied Plan Administrators (""APA""), a division of The Retirement Advantage, Inc. (""TRA"")",03/28/2018,2/10/2018,,,,,,,,,,,,,,,,,,,,
Manduka,03/27/2018,02/22/2017, 03/05/2018,,,,,,,,,,,,,,,,,,,
The Prudential Insurance Company of America,03/27/2018,11/9/2017,,,,,,,,,,,,,,,,,,,,
"Paycor, Inc.",03/26/2018,02/16/2018,,,,,,,,,,,,,,,,,,,,
"Branton, de Jong and Associates",03/25/2018,2/11/2018, 02/26/2018,,,,,,,,,,,,,,,,,,,
"American Express Travel Related Services Company, Inc.",03/22/2018,10/1/2017,,,,,,,,,,,,,,,,,,,,
SOS TAX,03/22/2018,n/a,,,,,,,,,,,,,,,,,,,,
Orbitz,03/21/2018,10/1/2017, 12/22/2017,,,,,,,,,,,,,,,,,,,
"CareMeridian, LLC",03/20/2018,12/21/2017,,,,,,,,,,,,,,,,,,,,
Bronson Nutritionals LLC,03/19/2018,05/15/2017, 01/30/2018,,,,,,,,,,,,,,,,,,,
"NC Financial Solutions of California, LLC d/b/a NetCredit (""NetCredit"")",03/19/2018,02/19/2018,,,,,,,,,,,,,,,,,,,,
Taylor-Dunn Manufacturing,03/16/2018,04/26/2017, 01/24/2018,,,,,,,,,,,,,,,,,,,
Discover Financial Services,03/13/2018,12/6/2014,,,,,,,,,,,,,,,,,,,,
"California State University, Fresno",3/6/2018,12/22/2017,,,,,,,,,,,,,,,,,,,,
Preferred Hotel & Resorts,3/2/2018,6/1/2016, 11/01/2017,,,,,,,,,,,,,,,,,,,
Cruzstar LLC.,3/2/2018,11/5/2017,,,,,,,,,,,,,,,,,,,,
MJ Freeway Business Solutions,3/1/2018,11/19/2016,,,,,,,,,,,,,,,,,,,,
"Ventiv Technology, Inc.",3/1/2018,10/14/2017,,,,,,,,,,,,,,,,,,,,
"TravCorp USA, Inc. d/b/a The Travel Corporation",3/1/2018,02/26/2018,,,,,,,,,,,,,,,,,,,,
FastHealth Corporation,02/27/2018,08/14/2017, 08/18/2017,,,,,,,,,,,,,,,,,,,
California College of the Arts,02/26/2018,01/19/2018,,,,,,,,,,,,,,,,,,,,
"Innovative Artists Talent and Literary Agency, Inc.",02/26/2018,2/11/2018,,,,,,,,,,,,,,,,,,,,
North 40 Outfitters,02/23/2018,01/20/2017, 01/29/2018,,,,,,,,,,,,,,,,,,,
"Santa Cruz Biotechnology, Inc.",02/22/2018,12/17/2017,,,,,,,,,,,,,,,,,,,,
"Solera Holdings, Inc.",02/21/2018,n/a,,,,,,,,,,,,,,,,,,,,
Los Angeles Philharmonic,02/20/2018,02/14/2018,,,,,,,,,,,,,,,,,,,,
"Ascensus, LLC",02/20/2018,01/31/2018,,,,,,,,,,,,,,,,,,,,
White and Bright Family Dental,02/19/2018,n/a,,,,,,,,,,,,,,,,,,,,
"American Stock Transfer & Trust Company, LLC",02/16/2018,2/1/2018,,,,,,,,,,,,,,,,,,,,
California Department of Fish and Wildlife,02/14/2018,n/a,,,,,,,,,,,,,,,,,,,,
"Driscoll’s, Inc.",02/13/2018,07/17/2017, 08/18/2017,,,,,,,,,,,,,,,,,,,
Sutter Health,2/7/2018,10/11/2017, 10/12/2017,,,,,,,,,,,,,,,,,,,
"PAR Electrical Contractors, Inc.",2/5/2018,12/22/2017,,,,,,,,,,,,,,,,,,,,
Ron's Pharmacy Services ,2/2/2018,10/3/2017,,,,,,,,,,,,,,,,,,,,
"Advanced Graphic Products, Inc. /dba/ ""Advanced-Online"" ",2/2/2018,04/29/2017, 01/12/2018,,,,,,,,,,,,,,,,,,,
Nevro Corporation,01/29/2018,11/11/2017,,,,,,,,,,,,,,,,,,,,
"Jeffrey Born, CPA, Inc.",01/26/2018,12/31/2017,,,,,,,,,,,,,,,,,,,,
"Steven Yang, D.D.S., INC.",01/26/2018,1/6/2018,,,,,,,,,,,,,,,,,,,,
"National Stores, Inc.",01/22/2018,07/16/2017, 12/11/2017,,,,,,,,,,,,,,,,,,,
"Mindlance, Inc.",01/19/2018,12/28/2017,,,,,,,,,,,,,,,,,,,,
Rosewood Hotel Group,01/19/2018,05/29/2016, 01/11/2017,,,,,,,,,,,,,,,,,,,
Corovan Corporation,01/18/2018,09/14/2017,,,,,,,,,,,,,,,,,,,,
Employer Leasing Company,01/18/2018,09/14/2017, 09/18/2018,,,,,,,,,,,,,,,,,,,
American Golf Corporation,01/18/2018,12/12/2017, 12/15/2017,,,,,,,,,,,,,,,,,,,
Pension Fund of the Christian Church (“Pension Fund”),01/16/2018,11/9/2017,,,,,,,,,,,,,,,,,,,,
"Guaranteed Rate, Inc.",1/12/2018,6/9/2017, 10/02/2017,,,,,,,,,,,,,,,,,,,
Pedes Orange County,1/12/2018,11/14/2017,,,,,,,,,,,,,,,,,,,,
"Deli Management, Inc. (d/b/a Jason's Deli, Inc.)",1/11/2018,6/8/2017,,,,,,,,,,,,,,,,,,,,
"talentReef, Inc.",1/10/2018,10/16/2017,,,,,,,,,,,,,,,,,,,,
"NHS, INC.",1/10/2018,12/29/2017,,,,,,,,,,,,,,,,,,,,
"FlagShip Facility Services, Inc.",1/5/2018,12/5/2017,,,,,,,,,,,,,,,,,,,,
Rea.deeming Beauty Inc. d/b/a beautyblender,1/5/2018,04/23/2015, 10/26/2017,,,,,,,,,,,,,,,,,,,
LiveGlam Inc.,1/3/2018,04/25/2017,,,,,,,,,,,,,,,,,,,,
"Forever 21, Inc. ",12/28/2017,4/3/2017,,,,,,,,,,,,,,,,,,,,
"Kaiser Foundation Health Plan, Inc.",12/28/2017,10/9/2017,,,,,,,,,,,,,,,,,,,,
NextGen Global Resources,12/28/2017,11/12/2017,,,,,,,,,,,,,,,,,,,,
SAY San Diego,12/28/2017,8/1/2017, 10/27/2017,,,,,,,,,,,,,,,,,,,
California Department of Corrections and Rehabilitation,12/26/2017,n/a,,,,,,,,,,,,,,,,,,,,
"Ancestry.com Operations, Inc.",12/23/2017,n/a,,,,,,,,,,,,,,,,,,,,
STANFORD UNIVERSITY,12/22/2017,n/a,,,,,,,,,,,,,,,,,,,,
"TIO Networks USA, Inc. and its affiliates on behalf of billers in the attached schedules",12/22/2017,n/a,,,,,,,,,,,,,,,,,,,,
Anaheim Majestic Garden Hotel,12/22/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Veyna & Forschino,12/21/2017,11/6/2017, 11/24/2017,,,,,,,,,,,,,,,,,,,
Dameron Hospital,12/21/2017,11/17/2017,,,,,,,,,,,,,,,,,,,,
Children's Hospital Los Angeles,12/19/2017,n/a,,,,,,,,,,,,,,,,,,,,
"Sheldon M. Golden O.D., Optometric Corporation",12/19/2017,11/6/2017,,,,,,,,,,,,,,,,,,,,
"Sheldon M. Golden O.D., Optometric Corporation",12/19/2017,11/6/2017,,,,,,,,,,,,,,,,,,,,
Pinterest,12/19/2017,11/24/2017,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,12/18/2017,6/2/2016, 10/01/2017,,,,,,,,,,,,,,,,,,,
Siskiyou Joint Community College District,12/15/2017,12/13/2017,,,,,,,,,,,,,,,,,,,,
MetLife,12/15/2017,11/9/2017,,,,,,,,,,,,,,,,,,,,
U-Haul Co. of California ,12/12/2017,1/10/2017,,,,,,,,,,,,,,,,,,,,
WEI Mortgage LLC,12/8/2017,09/13/2017, 09/28/2017,,,,,,,,,,,,,,,,,,,
National Capital Poison Center (“NCPC”),12/8/2017,10/21/2017,,,,,,,,,,,,,,,,,,,,
Rehabilitation,12/7/2017,11/22/2017,,,,,,,,,,,,,,,,,,,,
"Kaiser Foundation Health Plan, Inc.",12/5/2017,11/2/2017,,,,,,,,,,,,,,,,,,,,
"Hayden, Narey & Persich",12/5/2017,7/3/2017, 07/04/2017,,,,,,,,,,,,,,,,,,,
JAM Paper & Envelope,12/1/2017,06/15/2016, 11/06/2017,,,,,,,,,,,,,,,,,,,
County of Humboldt,12/1/2017,n/a,,,,,,,,,,,,,,,,,,,,
Stanford University,12/1/2017,9/1/2016,,,,,,,,,,,,,,,,,,,,
"Combat Brands, LLC",11/29/2017,7/1/2015, 10/06/2017,,,,,,,,,,,,,,,,,,,
"Bulletproof 360, Inc. ",11/27/2017,10/13/2016, 10/19/2017,,,,,,,,,,,,,,,,,,,
Imgur,11/24/2017,1/1/2014,,,,,,,,,,,,,,,,,,,,
"Uber Technologies, Inc.",11/21/2017,10/13/2016, 11/15/2016,,,,,,,,,,,,,,,,,,,
Armor Games Inc.,11/21/2017,10/24/2014, 10/24/2017,,,,,,,,,,,,,,,,,,,
Discover Financial Services,11/21/2017,5/1/2015,,,,,,,,,,,,,,,,,,,,
"USA Hoist Company, Inc., Mid-American Elevator Company, Inc., and Mid-American Elevator Equipment Company, Inc.",11/20/2017,10/17/2017,,,,,,,,,,,,,,,,,,,,
"Brinderson, L.P.",11/17/2017,10/24/2017,,,,,,,,,,,,,,,,,,,,
Academy of Art Unversity dba Stephens Institute,11/17/2017,11/8/2017,,,,,,,,,,,,,,,,,,,,
ClubSport San Ramon and Oakwood Athletic Club,11/16/2017,07/31/2017,,,,,,,,,,,,,,,,,,,,
"Cheddar’s Casual Café, Inc. d/b/a Cheddar’s Scratch Kitchen ",11/15/2017,07/21/2017,,,,,,,,,,,,,,,,,,,,
Far Niente Winery,11/15/2017,08/21/2017,,,,,,,,,,,,,,,,,,,,
"CMI Marketing, Inc. d/b/a Cafe Media",11/15/2017,1/1/2011,,,,,,,,,,,,,,,,,,,,
ABM Industries Incorporated,11/14/2017,7/7/2017,,,,,,,,,,,,,,,,,,,,
Bakersfield City School District ,11/14/2017,11/9/2017,,,,,,,,,,,,,,,,,,,,
Los Angeles County Department of Mental Health (LACDMH),11/13/2017,10/24/2017,,,,,,,,,,,,,,,,,,,,
Gallagher NAC,11/13/2017,06/18/2017, 09/19/2017,,,,,,,,,,,,,,,,,,,
Dignity Health - Mercy San Juan Medical Center,11/13/2017,9/8/2017, 09/09/2017, 09/10/2017, 09/11/2017, 09/12/2017,,,,,,,,,,,,,,,,
Gary W Janke,11/9/2017,09/26/2017,,,,,,,,,,,,,,,,,,,,
Klinger Moving Company,11/9/2017,09/14/2017, 09/18/2017,,,,,,,,,,,,,,,,,,,
Chapman University,11/8/2017,10/17/2017,,,,,,,,,,,,,,,,,,,,
"Tween Brands, Inc.",11/3/2017,n/a,,,,,,,,,,,,,,,,,,,,
HumanGood,11/3/2017,09/27/2017,,,,,,,,,,,,,,,,,,,,
Kimberly-Clark Corporation,11/2/2017,10/18/2017,,,,,,,,,,,,,,,,,,,,
"Home Box Office, Inc.",10/30/2017,05/15/2017,,,,,,,,,,,,,,,,,,,,
"Chiorini, Hunt & Jacobs",10/27/2017,7/1/2017, 09/27/2017,,,,,,,,,,,,,,,,,,,
The Union Labor Life Insurance Company,10/27/2017,06/22/2017,,,,,,,,,,,,,,,,,,,,
ALLIANCE FOR COLLEGE-READY PUBLIC SCHOOLS,10/23/2017,4/4/2017,,,,,,,,,,,,,,,,,,,,
Palomar Health,10/20/2017,09/27/2017,,,,,,,,,,,,,,,,,,,,
Kaiser Permanente Health Plan,10/20/2017,09/18/2017,,,,,,,,,,,,,,,,,,,,
"Whole Foods Market Services, Inc.",10/20/2017,3/10/2017,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,10/19/2017,6/1/2016,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,10/19/2017,04/27/2017,,,,,,,,,,,,,,,,,,,,
Spark Pay Online Store,10/17/2017,3/10/2017, 04/10/2017,,,,,,,,,,,,,,,,,,,
"Pizza Hut, Inc. ",10/14/2017,10/1/2017, 10/02/2017,,,,,,,,,,,,,,,,,,,
"Transamerica, including Transamerica Life Insurance Company and Transamerica Retirement Solutions, LLC",10/13/2017,1/3/2017, 08/29/2017,,,,,,,,,,,,,,,,,,,
Hyatt Hotels Corporation,10/12/2017,03/18/2017, 07/02/2017,,,,,,,,,,,,,,,,,,,
"Community Family Care Medical Group IPA, Inc",10/12/2017,02/29/2016, 07/13/2016,,,,,,,,,,,,,,,,,,,
Droege Computing Servi ces,10/11/2017,09/26/2017,,,,,,,,,,,,,,,,,,,,
Kayser-Roth Corporation,10/9/2017,7/1/2017, 08/09/2017,,,,,,,,,,,,,,,,,,,
"Provo Craft & Novelty, Inc., d/b/a/ Cricut",10/6/2017,05/27/2017,,,,,,,,,,,,,,,,,,,,
Catholic United Financial ,10/6/2017,11/12/2016,,,,,,,,,,,,,,,,,,,,
Tommie Copper Inc.,10/6/2017,04/25/2017, 08/29/2017,,,,,,,,,,,,,,,,,,,
"SyncHR, Inc.",10/6/2017,08/23/2017,,,,,,,,,,,,,,,,,,,,
SONIC Corp.,10/5/2017,n/a,,,,,,,,,,,,,,,,,,,,
Avanti Markets Inc. ,10/5/2017,7/4/2017,,,,,,,,,,,,,,,,,,,,
Cabrillo Community College District,10/5/2017,9/4/2017,,,,,,,,,,,,,,,,,,,,
"FlexShopper, LLC",10/3/2017,08/25/2017, 08/30/2017,,,,,,,,,,,,,,,,,,,
Northwestern Mutual Life Insurance Company,10/3/2017,08/31/2017,,,,,,,,,,,,,,,,,,,,
The Online Traffic School,09/29/2017,n/a,,,,,,,,,,,,,,,,,,,,
Fresno Unified School District,09/27/2017,n/a,,,,,,,,,,,,,,,,,,,,
"Servis One, Inc. dba BSI Financial Services",09/27/2017,6/1/2017,,,,,,,,,,,,,,,,,,,,
Wells Fargo Advisors,09/26/2017,7/6/2017,,,,,,,,,,,,,,,,,,,,
Sprint,09/20/2017,5/7/2017, 07/22/2017,,,,,,,,,,,,,,,,,,,
"W.W. Grainger, Inc.",09/19/2017,08/23/2017,,,,,,,,,,,,,,,,,,,,
"Signator Investors, Inc.",09/19/2017,6/8/2017,,,,,,,,,,,,,,,,,,,,
TRUEbenefits LLC,09/18/2017,05/18/2017, 05/19/2017,,,,,,,,,,,,,,,,,,,
"Bulletproof 360, Inc.",09/15/2017,10/26/2016, 08/28/2017,,,,,,,,,,,,,,,,,,,
E. & J. Gallo Winery,09/15/2017,08/18/2017,,,,,,,,,,,,,,,,,,,,
The International Council of Shopping Centers,09/15/2017,03/24/2017, 08/18/2017,,,,,,,,,,,,,,,,,,,
"ABB, Inc.",9/11/2017,08/25/2017,,,,,,,,,,,,,,,,,,,,
Cohn Handler Sturm,9/8/2017,07/29/2017,,,,,,,,,,,,,,,,,,,,
Home Point Financial Corporation,9/8/2017,n/a,,,,,,,,,,,,,,,,,,,,
Equifax Inc.,9/7/2017,05/13/2017, 07/30/2017,,,,,,,,,,,,,,,,,,,
SRI International,9/7/2017,n/a,,,,,,,,,,,,,,,,,,,,
Sixty Hotels,9/7/2017,3/9/2017,,,,,,,,,,,,,,,,,,,,
City of Oceanside,9/6/2017,n/a,,,,,,,,,,,,,,,,,,,,
Community Memorial Health System,9/5/2017,06/22/2017,,,,,,,,,,,,,,,,,,,,
CBS Consolidated Inc.,9/5/2017,7/10/2017,,,,,,,,,,,,,,,,,,,,
Hand & Upper Extremity Centers dba Hand Rehabilitation Specialists,9/1/2017,n/a,,,,,,,,,,,,,,,,,,,,
Akira,9/1/2017,11/1/2016, 07/20/2017,,,,,,,,,,,,,,,,,,,
Kaiser Foundation Health Plan,08/31/2017,8/9/2017,,,,,,,,,,,,,,,,,,,,
Mr. Cooper,08/30/2017,7/5/2017,,,,,,,,,,,,,,,,,,,,
South Coast Winery Resort & Spa and Carter Estate Winery Resort,08/30/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Wells Fargo Advisors,08/29/2017,7/6/2017,,,,,,,,,,,,,,,,,,,,
CoreLogic Credco,08/29/2017,07/21/2017, 08/07/2017,,,,,,,,,,,,,,,,,,,
Massachusetts Mutual Life Insurance Company,08/29/2017,08/17/2017,,,,,,,,,,,,,,,,,,,,
The Roosevelt Hotel New York,08/28/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
The Bicycle Casino Hotel,08/28/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
The Domain Hotel,08/28/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Zazzle Inc.,08/25/2017,07/30/2017,,,,,,,,,,,,,,,,,,,,
Zymo Research Corporation,08/25/2017,03/15/2017,,,,,,,,,,,,,,,,,,,,
"FRANKLIN R. NOTO, CPA",08/25/2017,07/27/2017, 07/30/2017,,,,,,,,,,,,,,,,,,,
Sharp Memorial Hospital,08/25/2017,2/6/2017,,,,,,,,,,,,,,,,,,,,
Aimbridge Hospitality Holdings LLC,08/24/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Golden 1 Credit Union,08/21/2017,8/4/2017,,,,,,,,,,,,,,,,,,,,
"Dutch, LLC",08/17/2017,6/9/2016, 12/25/2016,,,,,,,,,,,,,,,,,,,
Native Canada Footwear,08/16/2017,04/28/2015,,,,,,,,,,,,,,,,,,,,
South Coast Winery Resort & Spa and Carter Estate Winery Resort,08/16/2017,8/10/2017, 03/09/2017,,,,,,,,,,,,,,,,,,,
Denihan Hospitality,08/16/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Performant Financial Corporation,08/14/2017,01/27/2017, 02/02/2017,,,,,,,,,,,,,,,,,,,
"Pacifica Hotel Management, LLC",8/11/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Pacific Alliance Medical Center,8/11/2017,06/14/2017,,,,,,,,,,,,,,,,,,,,
"Integrated Clark Monroe, LLC, owner of the Hyatt Centric The Loop Chicago",8/7/2017,09/27/2016, 04/28/2017,,,,,,,,,,,,,,,,,,,
City of Hope,8/3/2017,05/31/2017, 06/03/2017, 06/05/2017,,,,,,,,,,,,,,,,,,
UCLA Summer Sessions & International Education Office,07/31/2017,n/a,,,,,,,,,,,,,,,,,,,,
"Delaware North Companies, LLC.",07/31/2017,n/a,,,,,,,,,,,,,,,,,,,,
Steel Technology LLC dba Hydro Flask,07/28/2017,n/a,,,,,,,,,,,,,,,,,,,,
Kimpton Hotels & Restaurants,07/28/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Noble House Hotels & Resorts,07/28/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Hamilton Zanze & Company,07/27/2017,06/29/2017,,,,,,,,,,,,,,,,,,,,
"Hilderbrand & Clark, CPA",07/27/2017,06/14/2017,,,,,,,,,,,,,,,,,,,,
Virgin America,07/26/2017,n/a,,,,,,,,,,,,,,,,,,,,
Woodside Hotels and Resorts,07/26/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
The Neiman Marcus Group,07/26/2017,1/1/2016,,,,,,,,,,,,,,,,,,,,
Avanti Markets Inc.,07/24/2017,7/2/2017, 07/04/2017,,,,,,,,,,,,,,,,,,,
"SBE ENT Holdings, LLC",07/22/2017,8/10/2016,,,,,,,,,,,,,,,,,,,,
Standard International Management LLC,07/21/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
The Sandman Santa Rosa ,07/21/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Pacific Hospitality Group,07/21/2017,11/3/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
"Value Eyecare Network, Inc. d/b/a 39dollarglasses.com",07/21/2017,n/a,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,07/21/2017,6/4/2016,,,,,,,,,,,,,,,,,,,,
Sydell Partners,07/21/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Discover Financial Services,07/21/2017,10/22/2014,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,07/21/2017,9/4/2016,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,07/21/2017,8/10/2016,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,07/21/2017,4/5/2016,,,,,,,,,,,,,,,,,,,,
"Kevin J Palmer & Co, CPA",07/20/2017,05/21/2017, 06/06/2017,,,,,,,,,,,,,,,,,,,
Hathaway-Sycamores Child and Family Services,07/19/2017,2/3/2017,,,,,,,,,,,,,,,,,,,,
"SportsMem, Inc.",07/18/2017,10/12/2016, 05/31/2017,,,,,,,,,,,,,,,,,,,
"Keller Williams Realty, Inc.",07/18/2017,5/6/2017, 05/10/2017,,,,,,,,,,,,,,,,,,,
"Remington Lodging & Hospitality, LLC and Affiliates",07/18/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
"Preferred Hotel Group, Inc.",07/14/2017,8/10/2017,,,,,,,,,,,,,,,,,,,,
"Two Roads Hospitality, LLC",07/14/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Aqua-Aston Hospitality LLC,07/14/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
Harvest Bible Chapel d/b/a Walk in the Word Ministries,07/13/2017,6/1/2016, 05/30/2017,,,,,,,,,,,,,,,,,,,
YMCA of San Diego County,7/12/2017,06/14/2017,,,,,,,,,,,,,,,,,,,,
Club Quarters Hotels,7/12/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
La Quinta Center for Cosmetic Dentistry,7/12/2017,08/26/2016,,,,,,,,,,,,,,,,,,,,
Movement Mortgage (“Movement”),7/10/2017,8/1/2016, 10/01/2016,,,,,,,,,,,,,,,,,,,
"Andrea Yaley, DDS",7/10/2017,05/19/2017,,,,,,,,,,,,,,,,,,,,
Hard Rock International,7/7/2017,05/17/2017,,,,,,,,,,,,,,,,,,,,
"Real Estate Business Services, Inc.",7/7/2017,03/13/2017, 05/15/2017,,,,,,,,,,,,,,,,,,,
Four Seasons Hotels Limited,7/6/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
University of California Davis Health,7/6/2017,05/17/2017,,,,,,,,,,,,,,,,,,,,
Spark Pay Online Store,7/6/2017,4/10/2017,,,,,,,,,,,,,,,,,,,,
Kayser-Roth Inc.,7/5/2017,2/1/2016, 12/31/2016,,,,,,,,,,,,,,,,,,,
Loews Hotels & Co.,7/5/2017,08/29/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
White Blossom Care Center,06/30/2017,n/a,,,,,,,,,,,,,,,,,,,,
Meepos & Company,06/30/2017,02/24/2017, 05/19/2017,,,,,,,,,,,,,,,,,,,
Trump Hotels,06/30/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
"State Farm Mutual Automobile Insurance Company, it affiliates and subsidiaries",06/30/2017,12/30/2016,,,,,,,,,,,,,,,,,,,,
"Paul Stuart, Inc.",06/29/2017,n/a,,,,,,,,,,,,,,,,,,,,
Google Inc. ,06/29/2017,8/10/2016, 03/09/2017,,,,,,,,,,,,,,,,,,,
"GolfTec Enterprises, LLC",06/23/2017,3/2/2017,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,06/23/2017,7/1/2014,,,,,,,,,,,,,,,,,,,,
Discover Financial Services,06/23/2017,9/11/2014,,,,,,,,,,,,,,,,,,,,
